Book,Line,Text
2,31,"Bèt ir póniſʒkas Liggàs kentėt' nĕprı̆wálôm'."
2,32,"Ak! kaip daùg Mieſtè bey Dwarůſe prı̆ſı̆ſténa,"
2,33,"Kàd mùs atlankyt', pămăʒ́ì wėl Wáſără rengias'."
2,34,"Cʒ́è wien's, rėkaudams durnày, ſù Pódăgră piáujas';"
2,35,"O kitt's tén, kittaip duſáudams, Dáktărŏ ſʒaukia."
2,36,"Ay! dėl ko Ponùs taip ſkaudʒey kánkı̆nă Liggos?"
2,37,"Kódėl jû taip daug pirm Cʒėſo Giltı̆nė̆ ſukka? - ſmáugia? -"
2,38,"Tódėl, kàd jie búriſʒkus iſʒjůkdămı̆ Dárbųs"
2,39,"Sù Griekais kasdien, ir wiſſ tingėdămı̆ péniſ' -"
2,40,"O ſʒtai més, Mieſtè per Nieką laikŏmı̆ Búrai,"
2,41,"Páſŭkŭ kiek, ar Iſʒrugu ſkyſtû prı̆ſı̆ſurbę,"
2,42,"Wiſſ tĕkı̆nì, kaip Klápams reik', atliekămĕ Dárbus."
2,43,"O kàd kartais kokį dâr Lăſʒı̆nû Sʒmotélį,"
2,44,"Ar Deſʒrôs lietùwiſʒkôs bèn kiek părăgáujam';"
2,45,"Tai dâr jů dailiaus uʒ́dėt's mums ſékăſı̆ Dárbas -"
2,46,"Rôds, tărĕ Lauras, ant kumpôs Laſʒdôs păſı̆rėmęs,"
2,47,"Diewui bûk Garbė! ſweikì Pawáſărį̆ baigiam',"
2,48,"Ir wiſſì drutì pargryſʒtant Wáſărą̆ mátom'."
2,49,"Wey! kaip wėl aukſʒtyn Saulélė kôptı̆ păliówė,"
2,50,"Ir aukſʒcʒiáus ſăwŏ ʒ́ėrintį nùrittŭſı̆ Rátą,"
2,51,"Ant Dangaus iſʒgaidrito ſėdėdămă ʒ́aidʒ́ia."
2,52,"Wey! kaip jôs Skaiſtumm's, kuréndams Ʒ́ibbŭrį̆ kárſʒtą,"
2,53,"Ʒ́émės Wainikkùs pămăʒ́ì jau pràdĕdă wytįt,"
2,54,"Ir Groʒ́ybęs jû puikiàs, ſù Páſʒărŭ maiſʒo -"
2,55,"Ak! kaip túla múſŭ Ʒ́ŏlélu taip nŭſı̆rėdė,"
2,56,"Kad nèy Bóba jaù diddey ſukróſʒŭſı̆ kumpſo."
2,57,"O kiek jû Darʒ́è Ʒ́mogaus Rankà nŭſı̆ſkįnė,"
2,58,"Ir Groʒ́ybėm's jû margôm's trumpay păſı̆dʒ́auguſ',"
2,59,"Iaugı̆ ſŭwytŭſĕs ir nĕdĕringas iſʒmĕtĕ laukan -"
2,60,"Bèt taip ir Paukſʒtéliams mûſ' linksmiems păſı̆dárė,"
2,61,"Ką Gĕgŭʒ́ė păkŭkáwo, ką Lakſʒtingălă ſůkė,"
2,62,"Ir ką Wiewerſei Porôm's lakſtydămı̆ ʒ́aidė;"
2,63,"Tai jaù baigiaſ' wìſſ, ar jaù wiſſáy păſı̆liówė."
2,64,"Daùg gywû Daiktû, kurrie Liʒdè prăſı̆dėjo,"
2,65,"Tėwą ſù Momà praſtóję pénı̆ſı̆ pátys,"
2,66,"Ir Dainàs ſăwŏ Tėwû atkartódămı̆ cʒypſi."
2,67,"Taip trumpàm Cʒ́ėſè néy naujas Swiet's păſı̆dárė -"
2,68,"Tókius aſʒ Dywùs kaip ſén's Ʒ́mogùs pămătydams,"
2,69,"Irgı̆ dŭſáudams iſʒ Sʒirdies, tů ſʒúktĕriŭ graudʒ́ey:"
2,70,"Ak! tărŭ, kaip wiſſay nieking's mŭſŭ Weikălăs Amʒ́io."
2,71,"Més ſilpnì Daiktài, kaip ſʒwent's mums prànĕſʒă Dówyd's"
2,72,"Néy Ʒ́olélės ant Laukû, dâr áugdămı̆, ʒ́ydim'"
2,73,"Koʒ́naswiens Ʒ́mogùs uʒ́gimdam's Pumpŭrŭi lýgus,"
2,74,"Iſʒ kurrio Ʒ́iedélis jo pirmjáus ı̆ſſı̆lukſʒtin',"
2,75,"Ik' potâm jis, pérʒ́ydejęs ir nŭſı̆rėdęs,"
2,76,"Uʒ́auginn' Waiſùs, ir Amʒ́į ſáwŏ păbaigia."
2,77,"Taip, iſʒ wiſſo taip, ir mums biedniems păſı̆dáro. -"
2,78,"Més / taip Pôn's kaip Bûr's / Lopſʒij' werkſʒléndămı̆ Biedʒei,"
2,79,"Ámʒ́io búſencʒo tikt blógą Pumpŭrą̆ ródôm'."
2,80,"O paskùy, kàd Cʒėſas jaù ʒ́ydėti păreina;"
2,81,"Sʒati wiens, kaip Ponátis, póniſʒkay ſʒŏkı̆nėdams,"
2,82,"O kitt's búriſʒkay, kaip Búrwaikis bė̆ginėdams"
2,83,"Iáunas ſàwŏ Dı̆enàs glupay gaiſʒįdămı̆ lôſʒta."
2,84,"Bèt ſtai! kàd Uſaì pirmì jau pràdĕdă ʒ́élti,"
2,85,"Ir kàd Dárbus jaù ſunkókus reikiă nŭtwérti;"
2,86,"Ay! kùr dingſta glûp's ir waikiſʒkas Sʒŏkìnėjim's -"
2,87,"O kiekſyk', linksmay ſʒŏkı̆nėjánt ir bĕſı̆ſpárdant,"
2,88,"Giltı̆nĕ ſù Rauplėm's piktôm's atſʒókŭſı̆ ſmáugia;"
2,89,"Ar ſù Karſʒtlı̆gĕ dâr tikt mácką pàſŭkă biedʒ́ų."
2,90,"Bèt ir Klápams ir Mergôms jì gátăwą̆ Dalgį"
2,91,"Aſʒtrı̆nă wiſſ, ir jáuno jû n'atbódămă Wéido,"
2,92,"Kirſtĕriă taip aklay, kàd Káſos irgı̆ Kĕpurrės,"
2,93,"Sù Groʒ́ybėmis wiſſóm's į Nieką̆ păwirſta."
2,94,"Taı̆gı̆ mătaì, kaip ʒ́mógiſʒkas trumpintĕlı̆s Ámʒ́is"
2,95,"Ʒ́ydincʒôms ir krintancʒôms prilygſtă Ʒ́ôlélėms -"
2,96,"Taip bĕſı̆páſăkŏjant, ſʒtai Wákmiſtras păſı̆ródė,"
2,97,"Ir bĕſı̆ſpárdidam's taip baisey kéiktı̆ păgáwo,"
2,98,"Kàd Swiet's wiſſas ſù wiſſaìs Daiktaìs pădrĕbėjo."
2,99,"Kàd Perkûn's, kàd Wélnas - ay Ʒ́mogaù păſı̆miſlyk!"
2,100,"Kâm dûkſtì taipo, kâm kéiki taip ı̆ſſı̆ʒ́ójęs?"
2,101,"Ar tăwĕ̜ pátį jau Sʒėtón's padùkı̆nŏ wiſſą?"
2,102,"Néprı̆etĕliau! kâm plėſʒais taip, kàs tâw păſı̆dárė -"
2,103,"Bèt jìs dâr labjaus, ir taip durnůtı̆ prădėjo,"
2,104,"Kàd wiſſóki Paukſʒcʒei po Dangùm' nŭſı̆gando."
2,105,"Syweidà kytrà nulenkuſ' Ůdĕgą̆ bėgo;"
2,106,"O Sturlukk's Auſìs iſʒkėlęs irgı̆ drĕbėdam's,"
2,107,"I arcʒáuſius Krúmus wôs nŭſı̆kákı̆nŏ ſlėptiſ'."
2,108,"Bèt ir Ruppuiʒ́ės ir Warlės taip nŭſı̆gando,"
2,109,"Kàd jôs ummărŭ ſù Waikais į Wándĕnį̆ ſʒóko."
2,110,"Ʒ́urkės po Kraikù ſù Pélėm's irgı̆ Pĕlėdom's,"
2,111,"Dėl tokiû Baiſybju jau apalptı̆ prădėjo;"
2,112,"O daug Ʒwirbliû pùſgywjû nů Stógŏ nŭpůlė."
2,113,"Taip, ar girdit', taip tàs Népriĕtĕlus prăſı̆kéikė -"
2,114,"Ak! tărĕ Selmas, jau perdaug yr' Swietĕ Bĕdiewjû,"
2,115,"Ant kurriû Lieʒ́ùwjo wiſſ Welnai ſʒŏkı̆nėja."
2,116,"Tûl's Apjékėlis ſuláukęs Rytmĕtį̆ mielą̆,"
2,117,"Pótĕrŭ jau nĕ mŏkėdam's ar ſkaityt' ne nŏrė̆dam's,"
2,118,"Sù Perkúnais ir Welnais iſʒ Pátălŏ kópa."
2,119,"O paſkuy, jis taip ſăwŏ Námą wiſſą̆ prăkéikęs,"
2,120,"Sù wiſſais Welnais Sʒ́eìmyną rágı̆nă dirbti."
2,121,"Bèt ir wálgant jis paſkuy taipjau ſăwŏ Stálą"
2,122,"Sù tokioms Ʒ́egnónėm's pékliſʒkôm's į̆ʒ́ĕgnójęs,"
2,123,"Důną nùtwĕriă riekt', potâm ir Wirrălą̆ ſrébja."
2,124,"Taipjis ſù Welnais iſʒauſʒant ìmmăſı̆ Dárbus;"
2,125,"Taip ir témſtant jau kirmyt' į Pátălą̆ ʒ́ergia -"
2,126,"Kàd pilwôt's kôks Pónpălăikis taipo prăſı̆kéikia,"
2,127,"Tai jau nè Dywai, nès Wélnui jis păſı̆dáwęs,"
2,128,"Pótĕrŭ gėdiſ', ir Dangaus pămı̆nėdams jůkiaſ';"
2,129,"Ir kaip mûſŭ glŭpì Galwijai ſtipt' ŭſſı̆geidęs,"
2,130,"Kiaulėms ant Garbės wiſſ kaiuliſʒkay ſʒŭdı̆nėja."
2,131,"Bèt kàd Búrpălăikis kôkſai, wôs Páſŭkăs ėſdams,"
2,132,"Ir kaip nùlupt's Pùſgywis wargù rė̆plı̆nėdams,"
2,133,"Sù Welnais kasdien ſăwŏ Dárbą nùtwĕriă kóʒ́ną,"
2,134,"Tai Baiſybė, kàd jau ir Plaukai păſı̆ſʒáuſzia;"
2,135,"O tiktay, kaip ʒ́innôm', taip kasdien păſı̆dáro -"
2,136,"Selmui tâip bĕſı̆dywijant, ſʒtai girgʒ́tĕriă Durrys,"
2,137,"Ir Sʒaltyſʒus Pricʒkus tů wiſſiems păſı̆ródė."
2,138,"Sʒtai, tărĕ jis, tůjaus ſkaitydams Gromătă Póno,"
2,139,"Sʒtai poryt mŭſŭ Pôns mùs bėkt' į Baudʒ́ăwą̆ ſuncʒia,"
2,140,"Ir iſʒ Staldû jo iſʒgrámdyt' Mėʒ́ı̆nį̆ liepja."
2,141,"Tódėl jau Wĕʒ́ı̆mùs, kaip reik', taiſykı̆tĕ kóʒ́nas,"
2,142,"Ir ſù Sʒ́ákėm's béy Kableis atbėgkı̆tĕ greitay."
2,143,"Ʒ́innot' jùk wiſſì kàs mėʒ́ant půlăſı̆ Búrams,"
2,144,"Ir kiekwien's nŭmănaì ſăwŏ Murgą jau prı̆mătůtą."
2,145,"Aſʒ, kàd Diew's laikys, tarp jûſŭ mŭdrey măkălůdam's,"
2,146,"Netiktay, kàd mėſʒit', jùs wiernáy prı̆dăbóſu,"
2,147,"Bèt ir iſʒ Sʒirdies, kàd grámdyt reik's pămŏkyſu."
2,148,"Taip iſʒtáręs jis, Kuleis prŏ Dŭrrìs iſʒſʒóko,"
2,149,"Ir ant Kummĕliŏ kétwregio tůjaus ŭſſı̆métęs,"
2,150,"Skubbı̆nŏs ir kittiems Kaimynams Urdĕlį̆ ródit'."
2,151,"O kaip jau Dienà păſăkyta bùwŏ prăſʒwittuſ',"
2,152,"Sʒtai Baudʒ́áuninkai wiſſì Pulkais ſŭſı̆rìnko."
2,153,"Wien's ſăwŏ Káblį, o kittſai naujintĕlĕ̜ Sʒákę"
2,154,"Neſʒdams ir bĕſı̆ſkubbindams tìkt bėgă, tı̆̀kt bėga."
2,155,"Albas Sʒúdlĕtĕres naujàs tycʒóms păſı̆dáręs,"
2,156,"O Mercʒuks Rătĕlius taipjau naujùs ŭſſı̆mówęs,"
2,157,"Sù kittais Baudʒ́áuninkais į Baudʒ́ăwą̆ tarſʒkė;"
2,158,"O Bernai wiſſì naujàs Wyʒ́às nŭſı̆pįnę,"
2,159,"Ir Autùs naujùs iſʒ Dróbės ſâw păſı̆dárę,"
2,160,"Wiſſ tĕkı̆nì kitt's kittą néygı̆ prănókdămı̆ ſʒóko."
2,161,"Tai iſʒties Dywai, nės taip nĕ dărydăwŏ Búrai."
2,162,"Sáko jùk wiſſùr, kàd Bûr's į Baudʒ́ăwą̆ ſlenka;"
2,163,"Ir, kàd kartais ſù Piktù jį reikiă păjuddįt,"
2,164,"Kàd, kaip půlaſ' jâm, jis ʒ́engt' ir dirbt' ŭſſı̆geiſtu -"
2,165,"Allĕ ką̆ mácʒija? cʒè mums nè reik' nŭſı̆dywyt'."
2,166,"Amtsrôt's Walcʒaus to, kurſai tą Baudʒăwą̆ waldė,"
2,167,"Tôks ſʒirding's bŭwŏ Pôn's, kad kóʒ́nas jo pămı̆nėdams,"
2,168,"Dâr wiſſ verkia: nės jiſſai jau nùmı̆rė̆ pérnay."
2,169,"Ak! iſʒties' ir wert's, kàd jo kasdien pămı̆nėtu;"
2,170,"Ir, kàd jo Waikû Waikaì pămı̆nėdămı̆ werktu."
2,171,"Tai bŭwŏ Pôn's! ak tókį wôs wėl raſſı̆mĕ Swiete!"
2,172,"Miſlyk tikt Gaidau! kaip jis mylėdăwŏ Ʒ́mónęs;"
2,173,"Ir dėl ko jį wėl wiſſì mylėdăwŏ Búrai."
2,174,"Daug yr' Pónpălăikiû, kurrie pămătydămı̆ Búrą,"
2,175,"Spiáudo néy ant Sʒún's, ir jį per Drimmĕlį̆ laiko;"
2,176,"Lygey, kád Ʒ́moguttis tôks nè wert's păʒŭrėti."
2,177,"Allĕ Năbáſʒnink's Amtsrôt's taip nĕ dărydăwŏ Búrui;"
2,178,"Bet wiſſùr, aſʒtrey kaip Tėw's uʒ́ſtódăwŏ Biedʒ́ių."
2,179,"Keikescʒû niĕkădôs iſʒ jo Burnôs nĕ ſŭláukėm';"
2,180,"Ir kàd kůcʒės jis Burùs iſʒgirʒdăwŏ kéikiant,"
2,181,"Taì tů tėwiſʒkay jis jůs mokėdăwŏ kólôt'."
2,182,"Iìs nĕ ſăkydăwŏ Tù, bet wìſſ păſăkydăwŏ Iùſu;"
2,183,"Ir iſʒkólodams jìs wiſſ iſʒtardăwŏ Iúſu:"
2,184,"Nės tikt wókiſʒkay jiſſaì mokkėdăwŏ kólôt'."
2,185,"O kàd kartais ſʒį ar tą reikėdăwŏ garbįt'."
2,186,"Taì jìs tâm lietùwiſʒay pădărydăwŏ Garbę."
2,187,"Allĕ dăbôk Brolau! aſż tâw daugiaus păſăkyſu."
2,188,"Tù ſŭ mănim' ʒ́innaì, kaip Bùrą Baudʒ́ăwă baudʒ́ia;"
2,189,"Ir, kaip Biedʒ́us tôks kasdien kantrey păſı̆lenkęs,"
2,190,"Po baiſiôm's Wargû Naſʒtôm's wôs gâl ătſı̆dwėſti."
2,191,"Ak, kàs gâl wiſſókias múſû̆ Bė̆dàs ſŭrŏkůti!"
2,192,"Wáſără, juk ʒ́innaì, kasmét's tikt wôs păſı̆ródo,"
2,193,"Sʒtaì kiekwien's Ʒ́oplys jau Búrą pràdĕdă ſtumdit'."
2,194,"Káſpar's ant Galwôs iſʒkėlęs Skiautŭrĕ̜ riebją,"
2,195,"Kaip Gaidys, Wiſʒtàs guinódams, gandı̆nă Ʒ́mónęs;"
2,196,"Allĕ jŏ Tarnas Dikſas dâr baiſiaùs păſı̆purtin',"
2,197,"Kàd jìs Kárdpălăikį, nèy Pón's, prı̆ Sʒălies prı̆kăbinnęs,"
2,198,"Tarp Baudʒ́áuninkû mudráudams rėktı̆ păgáuna:"
2,199,"Nės jìs wiſſ kytriaus uʒ́ Póną nôr pădăryti,"
2,200,"Ir aukſʒcʒaùs uʒ́ jį, tikt miſlyk, werʒ́ăſı̆ ſėſtiſ'."
2,201,"Ar taì ſʒwánkus Dârb's, ar reik' taip Wieſʒpătı̆ niekįt'?"
2,202,"O kàd Blóʒnas toks ſăwŏ Pónui taip ı̆ſſı̆ſʒiepja;"
2,203,"Ar Dywaì, kàd Búrą jis jau wiſſą̆ ſŭėda?"
2,204,"Iùk ʒ́innaì Brolaù, koktù, kàd ſwillı̆nă Sáulė,"
2,205,"Ir, kàd Prákaitui Srowėms per Nuggărą̆ téſʒkant,"
2,206,"Iaù ir blôg's Skilwys dėl Pietû pràdĕdă ſkúſtis:"
2,207,"Rôds ir jâm Perlenkio reik' kasdien păſı̆tieſʒyt."
2,208,"Allĕ ků̆mì gâl biednas Bûr's ſăwŏ Wėdărą̆ linksmįt',"
2,209,"Kàd jâm Pluttos tikt ir Kėʒ́as wôs păſı̆likko."
2,210,"Taip vargingay jis ſăwŏ ſauſą Truppŭtį̆ kramtęs,"
2,211,"Ir iſʒtróſʒkęs, jau Malkélio gert' ŭſſı̆geidʒia."
2,212,"O ką gèrs, kàd Skinkio jâm ney wien's nĕpăſúlo?"
2,213,"Taip jìs iſʒ Bėdôs pàs Kláną kókį̆ nŭſʒókęs,"
2,214,"Iſʒtı̆ſăs ir diddey duſáudams Wándĕnį̆ láka,"
2,215,"Kùr Wăbălaì wiſſóki ſù Warlėm's ſʒŏkı̆nėja;"
2,216,"O ſʒtai Dìkſas ſù Laʒdà dâr mùſʒă Năbágą - Brûkliu"
2,217,"Ak, Pôn's Amtsrôt's ak! dėl kô mùms numı̆rĕi pérnay?"
2,218,"Ak, ſŭ tăwim' jau ir Linsmybės múſŭ prăpůlė!"
2,219,"Ak Tėtuttı̆! tăwęs kasdien kiekwiens pămı̆nėdams,"
2,220,"Ir duſáudams taip neſwietiſʒkay nŭſı̆werkia,"
2,221,"Kad ir Akys jau kelliems iſʒpûtı̆ prădėjo;"
2,222,"O kittì dėl ro wéik Próto wiſſŏ nĕtékę,"
2,223,"Baudʒ́ăwą̆, kaip jiems reik, atlikkt' jau nèdĕră Biedʒ́ei."
2,224,"Rôds ir tù Baudʒ́áuninkųs į Baúdʒ́ăwą̆ guidams,"
2,225,"Nè tingėt, bèt dirbt' liepéi, kaip půlăſı̆ Búrams:"
2,226,"Nėſă kăraliſʒkąs Prowàs, ir wiſſą̆ Răbátą"
2,227,"Koʒ́nas tùr, kaip Tarnui reik', wiernai păſı̆ſáwįt'."
2,228,"Allĕ nĕſwietiſzkay Burùs įʒ́eiſt' nĕgălėjei -"
2,229,"Ak! kiekſyk' tù werkdams múſŭ Bėdą̀s păʒ́ŭrėjei;"
2,230,"Ir, kàd Dikſas mùs perdaug uʒ́nikdăwŏ dówit,"
2,231,"Tù, kaip Tėw's meiling's uʒ́ſtot' mokėdăwăi Ʒ́mónes."
2,232,"Ypăcʒĕy, kàd Iăwĕliùs nŭwălyt prı̆ſı̆artı̆nŏ Cʒėſas,"
2,233,"Ir Laukû Darbaì mùs į Laukùs ſŭwădinno,"
2,234,"Sʒtaì tăwŏ Rúpeſcʒû tůjaus iſʒbuſdăwŏ kóʒ́nas;"
2,235,"Taip, kàd kartaìs per naktìs miegót' nĕgălėjei,"
2,236,"Ir daugſyk ſapnůdams múſŭ Bė̆du pămı̆nėjei."
2,237,"Taip bĕſı̆rúpindams wiſókio Gėrı̆mŏ grecʒno,"
2,238,"Puſpywės ir Skinkio daug liepei pădăryti;"
2,239,"Ir, kàd més apalpę bey waitódămı̆ dirbôm',"
2,240,"Tů tăwŏ Tarnas mùs gaiwyt' atweʒ́dăwŏ Bácʒką."
2,241,"Ak Pôn Amtsrôt' miel's! dėl ko mums numı̆rĕi pérnay?"
2,242,"Stuy, tărė̆ Pricʒkus, jaù benſykį̆ păliáukı̆tĕ ʒaunit';"
2,243,"Ir bèn gėdė̆kı̆tė̆s tokio netikkŭſiŏ Bùdo."
2,244,"Kàs jau bùs iſʒ jûſ', kàd wìſſ raudódămı̆ kaukſit';"
2,245,"O paſkuy aklì, bey Próto wiſſŏ nĕtékę,"
2,246,"Ney Waikùs augyt', ney Dárbus dirbt' nĕgălėſit'."
2,247,"Rôds Tieſà Pôn's Amtsrôt's múſŭ Năbáſʒninkėlis,"
2,248,"Sweik's dâr, irgı̆ păcʒoj' Drŭtŭmój' nůglay păſı̆dėdams,"
2,249,"Aſʒărŭ mùms perdaug, ir Ráudą diddĕ pădárė."
2,250,"Iùk ir aſʒ kelliàs Naktìs miegôt' nĕgălėjau,"
2,251,"Ir daug Áſʒărŭ rietancʒu néy kóſʒtĕ păkóſʒiau."
2,252,"Ey kiekſyk! Deiwju baukſʒtįt's iſʒ Pátălŏ ſʒókau,"
2,253,"Kàd mân jôs Tamſój' ſŭ Răgaìs margaìs păſı̆ródė,"
2,254,"Irgı̆ prăryt' mănŏ Dúſʒę wiſ į Pátălą̆ ſiekė;"
2,255,"Tódėl iſʒ Bėdôs nŭsı̆pirkęs diddĕlĕ Púcʒką,"
2,256,"Irgı̆ paprówijęs ję, po Galwu păſı̆dėjau."
2,257,"Sʒtai! potâm mănĕ jau daugiaus nè gandı̆nŏ Deiwės,"
2,258,"Ir aſʒ Náktij' rėkaut ir durnůt păſı̆lówjau."
2,259,"Iau Dywùs Warlu, bèy Péliu, irgı̆ Pĕlėdu"
2,260,"Sù Naujienôm's Ʒ́urkiu, bey nuplìkkŭſŭ̂ Ʒ́wirbliû,"
2,261,"Ir kàs dâr daugiaus tokiû Dywû păſı̆dárė;"
2,262,"Wiſſlâb ant Laktôs, kùr Wiſʒtôs tuppı̆ pădėję,"
2,263,"Skubbı̆kı̆mės pirmjáus iſʒ Staldû Mėʒ́ı̆nį̆ kráuſtit',"
2,264,"O paſkuy, kàs dâr daugiaus tokiû Dŏwănėliu,"
2,265,"Tén ar cʒè bùs ſùdrėbta, wiernay păwălykim' -"
2,266,"Kâm jůkies, Ʒ́oply! girdėdams mandăgų̆ Ʒ́ódį?"
2,267,"Ar nĕʒ́ı̆nnaì, kàd Bûrs nôr grecʒną Grúdą̆ ſŭláukti,"
2,268,"Taì pirmto jiſſaì tùr grecʒną Sʒúdą̆ păkrėſti?"
2,269,"Půdui jùk kasdien kàd kókį Wirrălą̆ wérdi,"
2,270,"Druſkôs netiktay, bèt dâr ir Uʒ́dărŏ reikia."
2,271,"Kâm nĕſı̆ſûdęs ir n'ŭſſı̆dáręs nèſrĕbı̆ Srubba;"
2,272,"O tù dâr jůkies, kàd Klápai Meʒ́ı̆nį̆ rauſo,"
2,273,"Ir pardówitoms Dirwélėms Uʒ́dărą̆ taiſo?"
2,274,"Taigı̆ nŭtwérk Rykų̆s, kurrie tâm yr' pădăryti,"
2,275,"O mėʒk greitay ir linksmaý pakwippŭſį̆ Skárbą!"
2,276,"Iſʒ menkû Daiktû daugſyk' Dywaì păſı̆dáro;"
2,277,"O iſʒ Mėſʒlo ſmirdincʒo Ʒ́egnónĕ păreina -"
2,278,"Tûl's nuſwillęs Pónpălăikis rôds jůkiăſı̆ Bûrams,"
2,279,"Ir bĕſı̆ſʒypſodams jû Dárbųs niekı̆nă Blóʒnas;"
2,280,"Lygei kàd tokſaì bè Búrû gâl įſiremti;"
2,281,"Irgı̆ bĕ Mėſʒlo jû Pyrágais gâl păſı̆wálgit'."
2,282,"Ak! kùr dingtu Pónai,kàd jie Búrŏ nĕtektu;"
2,283,"Ir, kàd Biedʒ́ius tôks ſù Sʒúdais jiems nĕpădėtu."
2,284,"Taigı̆ nĕbókı̆tĕ, Klápai! kàd iſʒmėʒ́dămı̆ Sʒúdųs,"
2,285,"Kartais dėl wiſſókiû Kwápû turrı̆tĕ cʒáudit',"
2,286,"Ir kàd jûs Staldè daugſyk' klampódămı̆ ſténat'."
2,287,"Rôds Darbélio jûsŭ Pŏnácʒu lépŭſı̆ Nóſis"
2,288,"Baidôſ', ir wiſſ póniſʒkay uʒ́kumpŭſı̆ jůkiaſ';"
2,289,"Allĕ dăbôk tiktay, kaip weikey jì nŭſı̆lenktu,"
2,290,"Kàd Barſʒcʒus nĕdărytųs ir priſwillŭſĕ̜ Grùcʒę,"
2,291,"Taip, kaip Biedʒ́ei mes kasdien į Wėdărą̆ kiſʒtu"
2,292,"Ir ſŭ mŭmìs draugè prı̆ſı̆wargt' į Baudʒ́iăwă ſuktûſ. -"
2,293,"Pricʒkau! ką kalbì? ar Pónams taip păſăkyti?"
2,294,"Ar neʒı̆nnai, kàd Bûr's iſʒtólo Póną pămatęs,"
2,295,"Tùr Keppurĕ̜ nŭwóʒ́t', ir póniſʒkay păſı̆klónot'?"
2,296,"O tù dâr dryſtì jiems taip durnay̆ păſı̆turſįt'?"
2,297,"Ar nĕbı̆jaı̆ſ', kâd jie dėlto tâw Sprándą̆ nŭſuktu;"
2,298,"Argı̆ nŭtwėrę prie Plaukû Staldè păkăbįtu?"
2,299,"Swiete rôds wiſſùr randì netikkŭſı̆ Ʒ́óplį."
2,300,"Iis nè kyſʒo tikt wiſſ po ſurukkŭſĕ Skránda;"
2,301,"Bet ir po Sʒilkais daugſyk jis jůkiăſı̆ glúpas."
2,302,"Taigı̆ nè̆ dywikis, kàd kartais Drimmĕlı̆ puikų"
2,303,"Zaunijant girdì. Iìs taip glupay nĕdărytu,"
2,304,"Kàd jo Tėw's jį bût' mŭſŭ Dárbus dirbt' pămŏkinęs"
2,305,"Iaugı̆ gănà ſʒiámſyk Staldè pàs Meʒ́ı̆nį̆ ſʒûtit';"
2,306,"Dâr ir Piewôms reik's, ir Dirwôms ką păſăkyti."
2,307,"Waikai ſkubbį̆kı̆tės, ant Wákar's jau prı̆ſı̆artin';"
2,308,"O rytôj reikės pămăʒ́ì Dalgiųs păſı̆prówit'."
2,309,"Ar nè girdit', kaip ſʒienáut jaù Putpĕlă ſʒaukia"
2,310,"Ir kàs Ʒ́iemai reik's ſukráut' į Kúppĕtą̆ liepja"
2,311,"Ak ir Cʒėſas bùs; Ioninnu diddĕlĕ̜ Sʒwentę,"
2,312,"Kaìp kiekwien's ʒ́innaì, poryt wieſʒėdămı̆ ſʒwéſim';"
2,313,"O n'ilgay po to Laukû Truſùs nuſitwérſim' -"
2,314,"Ak! tărė̆ Kriʒʒas, rôds dâr daug mùms reik's păſı̆purtit',"
2,315,"Ik' wiſſùr ſăwŏ búriſʒkųs atlikſı̆mĕ Dárbųs."
2,316,"Allĕ ʒ́ė̆lĕk Diewè, kaip gâl warging's Găſpădórus"
2,317,"Iſʒ Bedôs ı̆ſſı̆ríſt', kàd jâm Sʒeimynă nĕ klauſo."
2,318,"Aſʒ, girdėk Brolaù! ſʒią Kiauſʒę ʒ́illą̆ ſŭláukęs,"
2,319,"Irgı̆ nĕmâʒ́ ant Swieto ſʒaip ir taip prı̆ſı̆bandęs,"
2,320,"Daùg Dywû ir daùg Naujienu tâw păſăkyſu."
2,321,"Tėw's mănŏ Kriʒʒas, nùmirdam's mănĕ maʒ́ą̆ pălikko;"
2,322,"O Naſʒlė Momà maitytiſ' Ubbăgaı̆s ėjo;"
2,323,"Tódėl iſʒ Bėdôs mân wargſtancʒem Năbăgėliui"
2,324,"Slúʒit, ir Kiaulès wărı̆nėt' pàs Blebbĕrı̆ téko."
2,325,"Taip aſʒ Wálandą wiernay jo Kaimĕnĕ̜ gánęs,"
2,326,"Ir dėl Smárwju bey Biaurybju daùg prı̆ſı̆wargęs,"
2,327,"Iaù potâm akkėt' ir Ʒ́ágrę ſèkt' pănŏrėjau."
2,328,"Nès aſʒ jaù kaip glúpas Waik's daùg Ráʒŭmŏ ródʒiau,"
2,329,"O kaip Puſbernis nè wieną̆ Ʒ́illį̆ prănókau;"
2,330,"Tódėl Pádărı̆nes wiſſókias wôs păʒ́ŭrėjau,"
2,331,"Sʒtai jaù, miſlyk tikt, jàs taip iſʒdróſʒtı̆ mŏkėjau,"
2,332,"Kàd tûl's Bérnas ſén's dėlto diddey nŭſı̆gando,"
2,333,"Ir bĕſı̆gėdėdams ſaugójos mân păſı̆ródit -"
2,334,"Rôds nĕgrăʒ́ù ʒ́illiems Bernâms, ir dìddĕlė̆ Gėda,"
2,335,"Kàd jůs kôks Bernukk's glupôks apgėdı̆nă dirbdams;"
2,336,"O ſʒtai dâr Algôs tokie daug Dólĕrı̆u tyko,"
2,337,"Ir wiſſ Páſėlio daugiaus iſʒwerʒ́t' nĕſı̆gėdi."
2,338,"Ak! kùr dingo Prúſůſe barʒdótă Gădynė,"
